資料集Id,資料集名稱,資料集提供機關名稱,資料集連結,主要欄位說明,資料資源下載連結,資料資源檔案格式,metadata文字編碼
8378,進出口貿易值,財政部統計處,data.gov.tw/node/8378,"貿易總值,出口總值,進口總值,出(入)超;按美元計算",http://web02.mof.gov.tw/njswww/JspProxy.aspx?sys=220&ym=9000&kind=21&type=4&funid=i8101&cycle=41&outmode=2&compmode=00&outkind=1&fld0=1&codlst0=11001001&utf=1,CSV,UTF-8
8379,進出口貿易值_按洲別 ∕ 國別分(CY1981~2000),財政部統計處,data.gov.tw/node/8379,"洲別∕國出口貿易值,洲別∕國別進口貿易值;按美元計算(千美元)",http://www.mof.gov.tw/Eng/Pages/public/data/statistic/trade/u2011.xls,XLSX,UTF-8
8380,出口值_按主要貨品分,財政部統計處,data.gov.tw/node/8380,"活動物；動物產品,植物產品,動植物油脂,調製食品；飲料及菸酒,礦產品,化學品,塑膠、橡膠及其製品,毛皮及其製品,木及木製品,紙漿；紙及其製品；印刷品,紡織品,鞋、帽及其他飾品,非金屬礦物製品,珠寶及貴金屬製品,基本金屬及其製品,機械及電機設備,運輸工具,光學及精密儀器；鐘錶；樂器,其他",http://web02.mof.gov.tw/njswww/JspProxy.aspx?sys=220&ym=9000&kind=21&type=4&funid=i8121&cycle=41&outmode=2&compmode=00&outkind=1&fld0=1&codlst0=1101111010100011110111100111110110100&utf=1,CSV,UTF-8
8381,進口值_按主要貨品分,財政部統計處,data.gov.tw/node/8381,"活動物；動物產品,植物產品,動植物油脂,調製食品；飲料及菸酒,礦產品,化學品,塑膠、橡膠及其製品,毛皮及其製品,木及木製品,紙漿；紙及其製品；印刷品,紡織品,鞋、帽及其他飾品,非金屬礦物製品,珠寶及貴金屬製品,基本金屬及其製品,機械及電機設備,運輸工具,光學及精密儀器；鐘錶；樂器,其他",http://web02.mof.gov.tw/njswww/JspProxy.aspx?sys=220&ym=9000&kind=21&type=4&funid=i8122&cycle=41&outmode=2&compmode=00&outkind=1&fld0=1&codlst0=11100011010101000111111101001000001101&utf=1,CSV,UTF-8
8382,進出口貿易值_國際貿易標準(SITC)分,財政部統計處,data.gov.tw/node/8382,"食物及活禽畜,飲料及菸類,非食用或燃料用原料,礦物性燃料潤滑油及有關材料,動植物油、脂及腊,化學品及未列名有關產品,製造品(按原料區分),機械及運輸設備,其他製品,未列名商品及交易","http://web02.mof.gov.tw/njswww/JspProxy.aspx?sys=220&ym=9000&kind=21&type=4&funid=i8151&cycle=41&outmode=2&compmode=00&outkind=1&fld0=1&codlst0=11&codspc1=0,2,12,1,15,1,25,1,30,1,34,1,44,1,55,1,70,1,80,1,&utf=1",CSV,UTF-8
8383,進出口貿易值_按國際商品統一分類制度(HS)分,財政部統計處,data.gov.tw/node/8383,"活動物；動物產品,植物產品,動植物油脂,調製食品；飲料及菸酒,礦產品,化學品,塑膠、橡膠及其製品,毛皮及其製品,木及木製品,紙漿；紙及其製品；印刷品,紡織品,鞋、帽及其他飾品,非金屬礦物製品,珠寶及貴金屬製品,基本金屬及其製品,機械及電機設備,運輸工具,光學及精密儀器；鐘錶；樂器,其他","http://web02.mof.gov.tw/njswww/JspProxy.aspx?sys=220&ym=9000&kind=21&type=4&funid=i8141&cycle=41&outmode=2&compmode=00&outkind=1&fld0=1&codlst0=11&codspc1=0,2,7,1,17,1,19,1,29,1,33,1,45,1,48,1,52,1,56,1,60,1,75,1,80,1,84,1,86,1,98,1,101,1,106,1,110,1,112,1,116,1,&utf=1",CSV,UTF-8
8384,進出口貿易值_按結構別複分類投入要素密集度分,財政部統計處,data.gov.tw/node/8384,勞力密集度－高、勞力密集度－中、勞力密集度－低、資本密集度－高、資本密集度－中、資本密集度－低、技術密集度－高、技術密集度－中、技術密集度－低、能源密集度－高、能源密集度－中、能源密集度－低,"http://web02.mof.gov.tw/njswww/JspProxy.aspx?sys=220&ym=9000&kind=21&type=4&funid=i8131&cycle=41&outmode=2&compmode=00&outkind=1&fldlst=11&codspc0=0,13,&utf=1",CSV,UTF-8
8385,貿易指數－總指數(連鎖指數),財政部統計處,data.gov.tw/node/8385,"價值指數－出口,價值指數－進口, 數量指數－出口, 數量指數－進口, 單位價值指數－出口,單位價值指數－進口,純貿易條件,所得貿易條件","http://web02.mof.gov.tw/njswww/JspProxy.aspx?sys=220&ym=10000&kind=21&type=4&funid=i8301&cycle=41&outmode=2&compmode=00&outkind=11&fldspc=0,8,&utf=1",CSV,UTF-8
8386,貿易指數－出口單位價值指數,財政部統計處,data.gov.tw/node/8386,活動物；動物產品，植物產品，動植物油脂，調製食品；飲料及菸酒，礦物品，化學品，塑膠、橡膠及其製品，毛皮及其製品，木及木製品，紙漿；紙及其製品；印刷品，紡織品，鞋、帽及其他飾品，非金屬礦物製品，基本金屬及其製品，機械及電機設備，運輸工具，光學及精密儀器；鐘錶；樂器,"http://web02.mof.gov.tw/njswww/JspProxy.aspx?sys=220&ym=10000&kind=21&type=4&funid=i9302&cycle=41&outmode=2&compmode=00&outkind=11&fldspc=0,8,9,7,17,1,24,2,&utf=1",CSV,每月、年
8387,貿易指數－出口數量指數,財政部統計處,data.gov.tw/node/8387,"活動物；動物產品，植物產品，動植物油脂，調製食品；飲料及菸酒，礦物品，化學品，塑膠、橡膠及其製品，毛皮及其製品，木及木製品，紙漿；紙及其製品；印刷品，紡織品，鞋、帽及其他飾品，非金屬礦物製品，基本金屬及其製品，機械及電機設備，運輸工具，光學及精密儀器；鐘錶；樂器
","http://web02.mof.gov.tw/njswww/JspProxy.aspx?sys=220&ym=10000&kind=21&type=4&funid=i9304&cycle=41&outmode=2&compmode=00&outkind=11&fldspc=0,8,9,7,17,1,24,2,&utf=1",CSV,UTF-8
8388,貿易指數－進口單位價值指數,財政部統計處,data.gov.tw/node/8388,"活動物；動物產品，植物產品，動植物油脂，調製食品；飲料及菸酒，礦物品，化學品，塑膠、橡膠及其製品，毛皮及其製品，木及木製品，紙漿；紙及其製品；印刷品，紡織品，鞋、帽及其他飾品，非金屬礦物製品，基本金屬及其製品，機械及電機設備，運輸工具，光學及精密儀器；鐘錶；樂器
","http://web02.mof.gov.tw/njswww/JspProxy.aspx?sys=220&ym=10000&kind=21&type=4&funid=i9303&cycle=41&outmode=2&compmode=00&outkind=11&fldspc=0,6,7,1,9,1,11,7,20,1,27,2,&utf=1",CSV,UTF-8
8389,貿易指數－進口數量指數,財政部統計處,data.gov.tw/node/8389,活動物；動物產品，植物產品，動植物油脂，調製食品；飲料及菸酒，礦物品，化學品，塑膠、橡膠及其製品，毛皮及其製品，木及木製品，紙漿；紙及其製品；印刷品，紡織品，鞋、帽及其他飾品，非金屬礦物製品，基本金屬及其製品，機械及電機設備，運輸工具，光學及精密儀器；鐘錶；樂器,"http://web02.mof.gov.tw/njswww/JspProxy.aspx?sys=220&ym=10000&kind=21&type=4&funid=i9305&cycle=41&outmode=2&compmode=00&outkind=11&fldspc=0,6,7,1,9,1,11,7,20,1,27,2,&utf=1",CSV,UTF-8
8390,綜合所得稅各縣市申報統計表,財政部財政資訊中心,data.gov.tw/node/8390,"年度、縣市、納稅單位、綜合所得總額、所得淨額、應納稅額、稅後所得;說明:1.核定所得淨額係由該戶核定所得總額扣除各項免稅額暨扣除額後求得.2.各欄項金額係取千元後四捨五入.3.本統計之所得為課稅資料,未納入「政府移轉支出」各戶所得、免稅所得、分離課稅所得等資料,故不宜逕作為衡量所得差距之參據,相關所得資料應以行政院主計總處公布之資料為準.",http://www.fia.gov.tw/public/Attachment/471716404171.csv,CSV,UTF-8
8391,綜合所得稅各級距申報統計表,財政部財政資訊中心,data.gov.tw/node/8391,"年度、級距(萬元)、納稅單位、綜合所得總額、所得淨額、應納稅額、稅後所得;說明:1.核定所得淨額係由該戶核定所得總額扣除各項免稅額暨扣除額後求得.2.各欄項金額係取千元後四捨五入.3.本統計之所得為課稅資料,未納入「政府移轉支出」各戶所得、免稅所得、分離課稅所得等資料,故不宜逕作為衡量所得差距之參據,相關所得資料應以行政院主計總處公布之資料為準.",http://www.fia.gov.tw/public/Attachment/572114104171.CSV,CSV,UTF-8
8397,租稅協定之介紹,財政部,data.gov.tw/node/8397,什麼是租稅協定、為什麼要簽署租稅協定、我國簽署生效的租稅協定有哪些、全面性租稅協定包括那些內容、租稅協定的適用範圍為何、簽署生效的租稅協定何時開始適用、簽署租稅協定有哪些好處、簽署租稅協定如何消除雙重課稅等資料,http://www.mof.gov.tw/File/Attach/1017/File_5896.odt,ODT,UTF-8
8402,貨品暫准通關證制度之介紹,財政部,data.gov.tw/node/8402,1.介紹貨品暫准通關證制度。2.介紹與我國簽署貨品暫准通關證協定的國家。3.介紹如何申請及使用我國貨品暫准通關證。,http://www.mof.gov.tw/File/Attach/1038/File_5894.odt,ODT,UTF-8
8403,租稅協定一覽表,財政部,data.gov.tw/node/8403,1.全面性協定(簽約國、簽署日期、生效日期)。2.單項/海空運輸協定(簽約國、內容、簽署日期、生效日期)。3.我國股利、利息及權利金扣繳率一覽表(國家\所得類別、股利、利息、權利金)。,http://www.mof.gov.tw/File/Attach/1017/File_5893.rar,ODS,UTF-8
8418,貨品暫准通關證執行成效,財政部,data.gov.tw/node/8418,國別、貨品種類、通關件數(本季、自開辦日累計件數)、出口/進口總值(本季、自開辦日累計總值、本年累計)。,http://www.mof.gov.tw/File/Attach/1038/File_5895.ods,ODS,UTF-8
8456,營利事業所得稅結算、基本稅額暨未分配盈餘申報收件統計表,財政部財政資訊中心,data.gov.tw/node/8456,"資料年度、申報類別(簽證申報案件、藍色申報案件、普通案件-超過三千萬元案件、三千萬元以下案件、獨資合夥案件、公營事業申報案件、三千萬元以下擴大書審案件、機關或團體申報案件、外國分支機構申報案件)、申報方式(人工、媒體、網路)、統計金額來源(結算申報書第64欄、第118欄、未分配盈餘申報書第27欄、機關團體申報書第3頁第22欄)、件數、金額(百萬元,百萬元以下四捨五入)",http://www.fia.gov.tw/public/Attachment/66179222971.csv,CSV,UTF-8
8460,促參前置作業補助統計,財政部推動促參司,data.gov.tw/node/8460,"核定補助件數,金額",http://ppp.mof.gov.tw/ppp.admin/DownFile.aspx?fromto=website&ReferId=2552,CSV,UTF-8
8461,預計103年簽約案件各部會及縣市政府簽約達成情形統計表,財政部推動促參司,data.gov.tw/node/8461,"主辦機關,列管案件,簽約達成情形,簽約達成佔列管案件比率(%),該機關簽約達成情形佔簽約成效最高機關比率(%),排名",http://ppp.mof.gov.tw/ppp.admin/DownFile.aspx?fromto=website&ReferId=2554,CSV,UTF-8
8462,擴大獎勵金94-103年累計表,財政部推動促參司,data.gov.tw/node/8462,"縣市別,件數,簽約金額,擴大獎勵金,排名",http://ppp.mof.gov.tw/ppp.admin/DownFile.aspx?fromto=website&ReferId=2555,CSV,UTF-8
8467,營利事業家數-按地區別及稅務行業別分,財政部統計處,data.gov.tw/node/8467,統計項目(地區別及行業別之家數)、統計期(年、月),http://web02.mof.gov.tw/njswww/JspProxy.aspx?sys=220&ym=10200&kind=21&type=6&funid=i0507&cycle=41&outmode=2&compmode=00&outkind=3&fldspc=0%2C23%2C&codlst0=111000100100111111000000001001100000100011100010011000001000001111000001000010000010000010000000100000010001000100001001000111000111100011110001000001100000000000000100000000000001100000100110000000110011001000011001001001110011000010000010000111001100100100100010011111000010011100011100011100000000110001111000111001100010001000001&utf=1,CSV,UTF-8
8468,營利事業銷售額-按地區別及稅務行業別分,財政部統計處,data.gov.tw/node/8468,統計項目(地區別及行業別之銷售額)、統計期(年、月),"http://web02.mof.gov.tw/njswww/JspProxy.aspx?sys=220&ym=10200&kind=21&type=6&funid=i0507&cycle=41&outmode=2&compmode=00&outkind=3&fldspc=23,23,&codlst0=111000100100111111000000001001100000100011100010011000001000001111000001000010000010000010000000100000010001000100001001000111000111100011110001000001100000000000000100000000000001100000100110000000110011001000011001001001110011000010000010000111001100100100100010011111000010011100011100011100000000110001111000111001100010001000001&utf=1",CSV,UTF-8
8469,各級政府歲入淨額-按來源別分,財政部統計處,data.gov.tw/node/8469,統計項目(來源別之歲入淨額)、統計期(年),"http://web02.mof.gov.tw/njswww/JspProxy.aspx?sys=220&ym=5100&kind=21&type=2&funid=i0111&cycle=4&outmode=2&compmode=00&outkind=11&fldspc=0,11,&utf=1",CSV,UTF-8
8470,各級政府歲出淨額-按政事別分,財政部統計處,data.gov.tw/node/8470,統計項目(政事別之歲出淨額)、統計期(年),"http://web02.mof.gov.tw/njswww/JspProxy.aspx?sys=220&ym=5100&kind=21&type=2&funid=i0121&cycle=4&outmode=2&compmode=00&outkind=11&fldspc=0,11,&utf=1",CSV,UTF-8
8471,公庫收入淨額－按來源別及公庫別,財政部統計處,data.gov.tw/node/8471,統計項目(來源別及公庫別之收入淨額)、統計期(年),"http://web02.mof.gov.tw/njswww/JspProxy.aspx?sys=220&ym=7100&kind=21&type=2&funid=i2201&cycle=4&outmode=2&compmode=00&outkind=3&fldspc=0,26,&codspc0=0,6,&utf=1",CSV,UTF-8
8472,公庫支出淨額－按政事別及公庫別,財政部統計處,data.gov.tw/node/8472,統計項目(政事別及公庫別之支出淨額)、統計期(年),"http://web02.mof.gov.tw/njswww/JspProxy.aspx?sys=220&ym=8600&kind=21&type=2&funid=i2202&cycle=4&outmode=2&compmode=00&outkind=3&fldspc=0,22,&codspc0=0,6,&utf=1",CSV,UTF-8
8473,公庫收入－按來源別及公庫別,財政部統計處,data.gov.tw/node/8473,統計項目(來源別及公庫別之收入)、統計期(年、月),"http://web02.mof.gov.tw/njswww/JspProxy.aspx?sys=220&ym=8800&kind=21&type=1&funid=i2205&cycle=41&outmode=2&compmode=00&outkind=3&fldspc=0,18,&codspc0=0,11,&codlst1=11&utf=1",CSV,UTF-8
8474,公庫支出－按政事別及公庫別,財政部統計處,data.gov.tw/node/8474,統計項目(政事別及公庫別之支出)、統計期(年、月),"http://web02.mof.gov.tw/njswww/JspProxy.aspx?sys=220&ym=8800&kind=21&type=1&funid=i2206&cycle=41&outmode=2&compmode=00&outkind=3&fldspc=0,15,&codspc0=0,11,&codlst1=11&utf=1",CSV,UTF-8
8475,公庫結存－按公庫別,財政部統計處,data.gov.tw/node/8475,統計項目(公庫別之結存)、統計期(年、月),"http://web02.mof.gov.tw/njswww/JspProxy.aspx?sys=220&ym=8800&kind=21&type=1&funid=i2203&cycle=41&outmode=2&compmode=00&outkind=11&fldspc=0,11,&utf=1",CSV,UTF-8
8476,國庫收入－按來源別,財政部統計處,data.gov.tw/node/8476,統計項目(來源別之收入)、統計期(年、月),http://web02.mof.gov.tw/njswww/JspProxy.aspx?sys=220&ym=8800&kind=21&type=1&funid=i2211&cycle=41&outmode=2&compmode=00&outkind=3&fldspc=0%2C14%2C&codlst0=11%2C&utf=1,CSV,UTF-8
8477,國庫支出－按政事別,財政部統計處,data.gov.tw/node/8477,統計項目(政事別之支出)、統計期(年、月),"http://web02.mof.gov.tw/njswww/JspProxy.aspx?sys=220&ym=8800&kind=21&type=1&funid=i2211&cycle=41&outmode=2&compmode=00&outkind=3&fldspc=0,16,&codlst0=11&utf=1",CSV,UTF-8
8478,國庫資金流通狀況,財政部統計處,data.gov.tw/node/8478,統計項目(代理公庫之資金流通)、統計期(年、月),"http://web02.mof.gov.tw/njswww/JspProxy.aspx?sys=220&ym=8800&kind=21&type=1&funid=i2213&cycle=41&outmode=2&compmode=00&outkind=3&fldspc=0,16,&codlst0=11&utf=1",CSV,UTF-8
8479,財政部各單位暨所屬機關明細表,財政部,data.gov.tw/node/8479,提供本部各單位暨所屬機關地理資訊及聯絡方式,http://www.mof.gov.tw//public/Attachment/41061153797.csv,CSV,UTF-8
8571,中央政府行政及財產收入統計表,財政部國庫署,data.gov.tw/node/8571,規費及罰賠款收入、財產收入、其他收入,http://www.nta.gov.tw/_admin/_upload/Announce/7414/file/%E4%B8%AD%E5%A4%AE%E6%94%BF%E5%BA%9C%E8%A1%8C%E6%94%BF%E5%8F%8A%E8%B2%A1%E7%94%A2%E6%94%B6%E5%85%A5%E7%B5%B1%E8%A8%88%E8%A1%A8.csv,CSV,UTF-8
8649,近10年遺產稅及贈與稅實徵數及預算數統計資料,財政部賦稅署,data.gov.tw/node/8649,遺產及贈與稅稅收預算數及實徵數資料,http://www.dot.gov.tw/uploaddowndoc?file=/pubdot/info201/201409011126400.txt&flag=doc,TXT,UTF-8
